,content,norm,tokens,final
4909,i'm thinking to prove my english,I be think to prove my english,"['think', 'prove', 'english']",think prove english
4910,don't work,do not work,['work'],work
4911,not to bad yet,not to bad yet,['bad'],bad
4912,talk to public,talk to public,"['talk', 'public']",talk public
4913,taking fast u dond andstend,take fast you dond andstend,"['fast', 'dond', 'andstend']",fast dond andstend
4914,wrost app cheating,wrost app cheating,"['wrost', 'app', 'cheating']",wrost app cheating
4915,don't pick my invoice,do not pick my invoice,"['pick', 'invoice']",pick invoice
4918,it's greate idea,it be greate idea,"['greate', 'idea']",greate idea
4920,i personally recommended,I personally recommend,"['personally', 'recommend']",personally recommend
4921,it's better,it be well,[],
4922,better than others,well than other,[],
4923,am thinking about business,be think about business,"['think', 'business']",think business
4924,it's grateful,it be grateful,['grateful'],grateful
4925,just begin my journey,just begin my journey,"['begin', 'journey']",begin journey
4926,you're so good,you be so good,['good'],good
4927,it's gerat,it be gerat,['gerat'],gerat
4929,i'm starting today.,I be start today .,"['start', 'today']",start today
4930,yes i really,yes I really,['yes'],yes
4931,night pm 8 o'clock,night pm 8 of the clock,"['night', 'pm', '8', 'clock']",night pm 8 clock
4932,am not speaking,be not speak,['speak'],speak
4934,ok so good,ok so good,"['ok', 'good']",ok good
4935,as if you care,as if you care,['care'],care
4936,asked to pay money,ask to pay money,"['ask', 'pay', 'money']",ask pay money
4937,"amazing app, but you need to pay, but it's amazing app 5","amazing app , but you need to pay , but it be amazing app 5","['amazing', 'app', 'need', 'pay', 'amazing', 'app', '5']",amazing app need pay amazing app 5
4938,experience was really good and way of teaching is perfectly,experience be really good and way of teaching be perfectly,"['experience', 'good', 'way', 'teaching', 'perfectly']",experience good way teaching perfectly
4939,wonderful,wonderful,['wonderful'],wonderful
4940,waxaan rajaynayaa inaan ku hadlo english,waxaan rajaynayaa inaan ku hadlo english,"['waxaan', 'rajaynayaa', 'inaan', 'ku', 'hadlo', 'english']",waxaan rajaynayaa inaan ku hadlo english
4941,great app.,great app .,"['great', 'app']",great app
4942,learn and improve your knowledge,learn and improve your knowledge,"['learn', 'improve', 'knowledge']",learn improve knowledge
4943,hope can improve my speaking,hope can improve my speaking,"['hope', 'improve', 'speaking']",hope improve speaking
4944,very nice,very nice,['nice'],nice
4945,really awesome,really awesome,['awesome'],awesome
4946,.very excellent,.very excellent,"['.very', 'excellent']",.very excellent
4947,very good,very good,['good'],good
4949,good morning,good morning,"['good', 'morning']",good morning
4950,good for the studentss,good for the studentss,"['good', 'studentss']",good studentss
4951,a very nice app,a very nice app,"['nice', 'app']",nice app
4952,fine very good,fine very good,"['fine', 'good']",fine good
4953,so good,so good,['good'],good
4956,not bad,not bad,['bad'],bad
4957,very practical,very practical,['practical'],practical
4958,great,great,['great'],great
4959,nice,nice,['nice'],nice
4960,so cool,so cool,['cool'],cool
4961,love lt,love lt,"['love', 'lt']",love lt
4962,good,good,['good'],good
4971,happy,happy,['happy'],happy
4972,fantastic,fantastic,['fantastic'],fantastic
4975,great app,great app,"['great', 'app']",great app
4976,it's fun,it be fun,['fun'],fun
4980,goooooooooood,goooooooooood,['goooooooooood'],goooooooooood
4985,best,well,[],
4989,awesome program!!!!!!,awesome program ! ! ! ! ! !,"['awesome', 'program']",awesome program
4991,really good,really good,['good'],good
4992,nice app,nice app,"['nice', 'app']",nice app
4993,so wonderful,so wonderful,['wonderful'],wonderful
4996,great platform,great platform,"['great', 'platform']",great platform
4999,good apps,good app,"['good', 'app']",good app
5000,good nice,good nice,"['good', 'nice']",good nice
5004,brilliant application,brilliant application,"['brilliant', 'application']",brilliant application
5007,very helpful,very helpful,['helpful'],helpful
5010,all perfect,all perfect,['perfect'],perfect
5018,very perfect,very perfect,['perfect'],perfect
5019,varry good,varry good,"['varry', 'good']",varry good
5020,perfect app,perfect app,"['perfect', 'app']",perfect app
5021,extra ordinary,extra ordinary,"['extra', 'ordinary']",extra ordinary
5022,v good,v good,"['v', 'good']",v good
5024,just amazing,just amazing,['amazing'],amazing
5027,good apo,good apo,"['good', 'apo']",good apo
5028,nice ai,nice ai,"['nice', 'ai']",nice ai
5031,it's good,it be good,['good'],good
5040,good experience,good experience,"['good', 'experience']",good experience
5044,beautiful,beautiful,['beautiful'],beautiful
5048,smart,smart,['smart'],smart
5053,appreciate,appreciate,['appreciate'],appreciate
5055,useful,useful,['useful'],useful
5057,awesome,awesome,['awesome'],awesome
5067,superb,superb,['superb'],superb
5069,supportive,supportive,['supportive'],supportive
5093,amazing,amazing,['amazing'],amazing
5100,better,well,[],
5108,outstanding,outstanding,['outstanding'],outstanding
5110,helpful,helpful,['helpful'],helpful
5114,muy buena aplicacin para aprender idiomas,muy buena aplicacin para aprender idiomas,"['muy', 'buena', 'aplicacin', 'para', 'aprender', 'idiomas']",muy buena aplicacin para aprender idiomas
5116,not good,not good,['good'],good
5117,cobra para usarla,cobra para usarla,"['cobra', 'para', 'usarla']",cobra para usarla
5118,very,very,[],
5119,like,like,['like'],like
5120,super,super,['super'],super
5122,thank so much,thank so much,['thank'],thank
5126,wow,wow,['wow'],wow
5127,ok,ok,['ok'],ok
5132,ecxelente,ecxelente,['ecxelente'],ecxelente
5133,excelente,excelente,['excelente'],excelente
5136,i like,I like,['like'],like
5137,well,well,[],
5138,go installed,go instal,['instal'],instal
5140,"la verdad no es lo que pesaba, las opciones son limitadas, el avatar cuando habla salta la lectura, no puedes hablar de lo que quieras... ah y el botn de devolucin de dinero no funciona al parecer es una aplicacin de principiantes y el soporte es nulo","la verdad no es lo que pesaba , las opciones son limitadas , el avatar cuando habla salta la lectura , no puede hablar de lo que quiera ... ah y el botn de devolucin de dinero no funciona al parecer es una aplicacin de principiante y el soporte es nulo","['la', 'verdad', 'es', 'lo', 'que', 'pesaba', 'las', 'opciones', 'son', 'limitadas', 'el', 'avatar', 'cuando', 'habla', 'salta', 'la', 'lectura', 'puede', 'hablar', 'de', 'lo', 'que', 'quiera', 'ah', 'y', 'el', 'botn', 'de', 'devolucin', 'de', 'dinero', 'funciona', 'al', 'parecer', 'es', 'una', 'aplicacin', 'de', 'principiante', 'y', 'el', 'soporte', 'es', 'nulo']",la verdad es lo que pesaba las opciones son limitadas el avatar cuando habla salta la lectura puede hablar de lo que quiera ah y el botn de devolucin de dinero funciona al parecer es una aplicacin de principiante y el soporte es nulo
5141,koi faida nai aap ka 10mins conversation ky bad nai chalti pay krna parhta tb use kr skhty,koi faida nai aap ka 10min conversation ky bad nai chalti pay krna parhta tb use kr skhty,"['koi', 'faida', 'nai', 'aap', 'ka', '10min', 'conversation', 'ky', 'bad', 'nai', 'chalti', 'pay', 'krna', 'parhta', 'tb', 'use', 'kr', 'skhty']",koi faida nai aap ka 10min conversation ky bad nai chalti pay krna parhta tb use kr skhty
5142,"it's an amazing app, it's very useful to learn english faster","it be an amazing app , it be very useful to learn english fast","['amazing', 'app', 'useful', 'learn', 'english', 'fast']",amazing app useful learn english fast
5143,i'm tanveer from faisalabad pakistan i like this app for learning english,I be tanveer from faisalabad pakistan I like this app for learn english,"['tanveer', 'faisalabad', 'pakistan', 'like', 'app', 'learn', 'english']",tanveer faisalabad pakistan like app learn english
5144,"es muy interesante, es como conectar con una persona real","es muy interesante , es como conectar con una persona real","['es', 'muy', 'interesante', 'es', 'como', 'conectar', 'con', 'una', 'persona', 'real']",es muy interesante es como conectar con una persona real
5145,ultimate.. fantastic...,ultimate .. fantastic ...,"['ultimate', 'fantastic']",ultimate fantastic
5148,"it was useful to leart englisn, betterly, thank you,","it be useful to leart englisn , betterly , thank you ,","['useful', 'leart', 'englisn', 'betterly', 'thank']",useful leart englisn betterly thank
5149,"it's super cool, i love this app","it be super cool , I love this app","['super', 'cool', 'love', 'app']",super cool love app
5150,parece ser buena pero es muy costosa como para pagar,parece ser buena pero es muy costosa como para pagar,"['parece', 'ser', 'buena', 'pero', 'es', 'muy', 'costosa', 'como', 'para', 'pagar']",parece ser buena pero es muy costosa como para pagar
5151,this is a very best app for skills english and speaking english,this be a very good app for skill english and speak english,"['good', 'app', 'skill', 'english', 'speak', 'english']",good app skill english speak english
5152,no da opcin de probar gratis,no da opcin de probar gratis,"['da', 'opcin', 'de', 'probar', 'gratis']",da opcin de probar gratis
5153,no me gust porque no permite practicar en ingls,no I gust porque no permite practicar en ingls,"['gust', 'porque', 'permite', 'practicar', 'en', 'ingls']",gust porque permite practicar en ingls
5154,very nice!,very nice !,['nice'],nice
5156,helpful for students like me,helpful for student like I,"['helpful', 'student', 'like']",helpful student like
5157,good learning app for beginners,good learn app for beginner,"['good', 'learn', 'app', 'beginner']",good learn app beginner
5159,good application.,good application .,"['good', 'application']",good application
5160,great news,great news,"['great', 'news']",great news
5167,quite well,quite well,[],
5170,nice experience,nice experience,"['nice', 'experience']",nice experience
5171,still learning,still learn,['learn'],learn
5175,a good ai,a good ai,"['good', 'ai']",good ai
5178,very great application,very great application,"['great', 'application']",great application
5179,speaking good,speak good,"['speak', 'good']",speak good
5180,great ap,great ap,"['great', 'ap']",great ap
5182,interesting app,interesting app,"['interesting', 'app']",interesting app
5183,nice good,nice good,"['nice', 'good']",nice good
5184,nice application,nice application,"['nice', 'application']",nice application
5191,easy learning,easy learning,"['easy', 'learning']",easy learning
5196,cool,cool,['cool'],cool
5252,exciting!,exciting !,['exciting'],exciting
5255,c'est une belle application,c'est une belle application,"[""c'est"", 'une', 'belle', 'application']",c'est une belle application
5256,good job,good job,"['good', 'job']",good job
5261,beautiful app,beautiful app,"['beautiful', 'app']",beautiful app
5265,so beautiful,so beautiful,['beautiful'],beautiful
5268,amazing app,amazing app,"['amazing', 'app']",amazing app
5269,nice aap,nice aap,"['nice', 'aap']",nice aap
5273,good working,good working,"['good', 'working']",good working
5274,best app,good app,"['good', 'app']",good app
5275,very appreciated,very appreciated,['appreciated'],appreciated
5282,its a great,its a great,['great'],great
5287,nice apps,nice app,"['nice', 'app']",nice app
5289,excellent app,excellent app,"['excellent', 'app']",excellent app
5294,too good,too good,['good'],good
5298,good and i like it,good and I like it,"['good', 'like']",good like
5299,best experience,good experience,"['good', 'experience']",good experience
5306,veery good,veery good,"['veery', 'good']",veery good
5309,good larn,good larn,"['good', 'larn']",good larn
5310,good one,good one,['good'],good
5313,nice one,nice one,['nice'],nice
5316,thats better,that be well,[],
5317,perfect forever,perfect forever,"['perfect', 'forever']",perfect forever
5320,very useful,very useful,['useful'],useful
5322,exellent job,exellent job,"['exellent', 'job']",exellent job
5326,jist grat,jist grat,"['jist', 'grat']",jist grat
5327,learning english,learn english,"['learn', 'english']",learn english
5328,good learning,good learning,"['good', 'learning']",good learning
5332,great work,great work,"['great', 'work']",great work
5333,very cool,very cool,['cool'],cool
5339,very best,very well,[],
5340,good aps,good ap,"['good', 'ap']",good ap
5341,super cool,super cool,"['super', 'cool']",super cool
5345,c'est cool,c'est cool,"[""c'est"", 'cool']",c'est cool
5346,great!,great !,['great'],great
5351,it's fine,it be fine,['fine'],fine
5369,best',good ',['good'],good
5376,great amazing,great amazing,"['great', 'amazing']",great amazing
5378,soo good,soo good,"['soo', 'good']",soo good
5387,goood,goood,['goood'],goood
5399,i love,I love,['love'],love
5425,brilliant,brilliant,['brilliant'],brilliant
5469,to good,to good,['good'],good
5489,perfect,perfect,['perfect'],perfect
5506,incredible,incredible,['incredible'],incredible
5546,love it,love it,['love'],love
5567,fine,fine,['fine'],fine
5573,v.good,v.good,['v.good'],v.good
5574,ozbek tili ham bor ekan qoyilmaqom,ozbek tili ham bor ekan qoyilmaqom,"['ozbek', 'tili', 'ham', 'bor', 'ekan', 'qoyilmaqom']",ozbek tili ham bor ekan qoyilmaqom
5575,can we do vietnamese translate?,can we do vietnamese translate ?,"['vietnamese', 'translate']",vietnamese translate
5576,muy buena. la recomiendo,muy buena . la recomiendo,"['muy', 'buena', 'la', 'recomiendo']",muy buena la recomiendo
5577,don't need payment,do not need payment,"['need', 'payment']",need payment
5578,i like you,I like you,['like'],like
5579,it's,it be,[],
5580,abhi bahut,abhi bahut,"['abhi', 'bahut']",abhi bahut
5585,really otstndg,really otstndg,['otstndg'],otstndg
5586,gud,gud,['gud'],gud
5588,voices,voice,['voice'],voice
5591,ye zabar10 hai,ye zabar10 hai,"['ye', 'zabar10', 'hai']",ye zabar10 hai
5598,i like it,I like it,['like'],like
5599,noce,noce,['noce'],noce
5601,grert,grert,['grert'],grert
5604,i lik,I lik,['lik'],lik
5606,exllent,exllent,['exllent'],exllent
5611,bien,bien,['bien'],bien
5614,greats,great,['great'],great
5617,waw,waw,['waw'],waw
5620,perferct,perferct,['perferct'],perferct
5624,thank you,thank you,['thank'],thank
5625,merveilleuse application,merveilleuse application,"['merveilleuse', 'application']",merveilleuse application
5626,think you,think you,['think'],think
5627,muy buena,muy buena,"['muy', 'buena']",muy buena
5628,excelente app,excelente app,"['excelente', 'app']",excelente app
5630,tre bien,tre bien,"['tre', 'bien']",tre bien
5631,buti full,buti full,['buti'],buti
5635,this app is really awesome and great. i think help me my english look better and smarter in vowels pronunciation,this app be really awesome and great . I think help I my english look well and smart in vowel pronunciation,"['app', 'awesome', 'great', 'think', 'help', 'english', 'look', 'smart', 'vowel', 'pronunciation']",app awesome great think help english look smart vowel pronunciation
5636,"no es para principiantes porque la app solo habla en ingles y explica en ingles, asi que debes estar traduciendo y leyendo.","no es para principiante porque la app solo habla en ingle y explica en ingle , asi que debe estar traduciendo y leyendo .","['es', 'para', 'principiante', 'porque', 'la', 'app', 'solo', 'habla', 'en', 'ingle', 'y', 'explica', 'en', 'ingle', 'asi', 'que', 'debe', 'estar', 'traduciendo', 'y', 'leyendo']",es para principiante porque la app solo habla en ingle y explica en ingle asi que debe estar traduciendo y leyendo
5638,"no lo instalen, me robaron la plata haciendo cobros de ms.","no lo instalen , me robaron la plata haciendo cobros de ms .","['lo', 'instalen', 'robaron', 'la', 'plata', 'haciendo', 'cobros', 'de', 'ms']",lo instalen robaron la plata haciendo cobros de ms
5639,this is very good and using very much time my english always very good and professionally so we can say that it is not bad you can do it very much and,this be very good and use very much time my english always very good and professionally so we can say that it be not bad you can do it very much and,"['good', 'use', 'time', 'english', 'good', 'professionally', 'bad']",good use time english good professionally bad
5640,amazing just make it free for us please,amazing just make it free for we please,"['amazing', 'free']",amazing free
5641,ist time used this app life chang,ist time use this app life chang,"['ist', 'time', 'use', 'app', 'life', 'chang']",ist time use app life chang
5642,good app !,good app !,"['good', 'app']",good app
5643,good excellent,good excellent,"['good', 'excellent']",good excellent
5645,"me gusta esta application, . vamos haber mis resultados","I gusta esta application , . vamos haber mis resultado","['gusta', 'esta', 'application', 'vamos', 'haber', 'mis', 'resultado']",gusta esta application vamos haber mis resultado
5646,superb app !,superb app !,"['superb', 'app']",superb app
5647,too good it is more useful,too good it be more useful,"['good', 'useful']",good useful
5648,great english download the app,great english download the app,"['great', 'english', 'download', 'app']",great english download app
5649,great experience excellent service,great experience excellent service,"['great', 'experience', 'excellent', 'service']",great experience excellent service
5652,it's very easy,it be very easy,['easy'],easy
5659,it's really good to use this app,it be really good to use this app,"['good', 'use', 'app']",good use app
5660,soo smooth,soo smooth,"['soo', 'smooth']",soo smooth
5664,the best app everrr,the good app everrr,"['good', 'app', 'everrr']",good app everrr
5666,too slow,too slow,['slow'],slow
5668,its awesome,its awesome,['awesome'],awesome
5673,good helpfull,good helpfull,"['good', 'helpfull']",good helpfull
5674,good ai,good ai,"['good', 'ai']",good ai
5675,great application,great application,"['great', 'application']",great application
5676,...... nice,...... nice,['nice'],nice
5688,it good,it good,['good'],good
5713,is good,be good,['good'],good
5725,so easy,so easy,['easy'],easy
5735,good process,good process,"['good', 'process']",good process
5736,excellent impressive,excellent impressive,"['excellent', 'impressive']",excellent impressive
5737,good treineer,good treineer,"['good', 'treineer']",good treineer
5738,very educative,very educative,['educative'],educative
5739,learn something,learn something,['learn'],learn
5743,good luck,good luck,"['good', 'luck']",good luck
5745,thats awesome,that be awesome,['awesome'],awesome
5746,ultimate app,ultimate app,"['ultimate', 'app']",ultimate app
5748,i learn english,I learn english,"['learn', 'english']",learn english
5749,very interesting,very interesting,['interesting'],interesting
5752,okay good,okay good,"['okay', 'good']",okay good
5755,good aop,good aop,"['good', 'aop']",good aop
5756,highly beneficial,highly beneficial,"['highly', 'beneficial']",highly beneficial
5759,good application,good application,"['good', 'application']",good application
5760,much useful,much useful,['useful'],useful
5762,best application,good application,"['good', 'application']",good application
5772,am good,be good,['good'],good
5778,i feel,I feel,['feel'],feel
5788,amazing...,amazing ...,['amazing'],amazing
5841,satisfied,satisfy,['satisfy'],satisfy
5864,enjoy,enjoy,['enjoy'],enjoy
5901,recommend,recommend,['recommend'],recommend
5924,i like this app so muck,I like this app so muck,"['like', 'app', 'muck']",like app muck
5925,juda ham zor hudddi chatgpt dey ekan,juda ham zor hudddi chatgpt dey ekan,"['juda', 'ham', 'zor', 'hudddi', 'chatgpt', 'dey', 'ekan']",juda ham zor hudddi chatgpt dey ekan
5930,tooo slow,tooo slow,"['tooo', 'slow']",tooo slow
5931,more expensive,more expensive,['expensive'],expensive
5932,stupid,stupid,['stupid'],stupid
5933,bad,bad,['bad'],bad
5934,behtreen hy,behtreen hy,"['behtreen', 'hy']",behtreen hy
5935,its paid,its pay,['pay'],pay
5936,nyc ap,nyc ap,"['nyc', 'ap']",nyc ap
5940,me gust mucho,I gust mucho,"['gust', 'mucho']",gust mucho
5941,5,5,['5'],5
5945,ok ok,ok ok,"['ok', 'ok']",ok ok
5950,habby,habby,['habby'],habby
5951,exelnt,exelnt,['exelnt'],exelnt
5953,nise,nise,['nise'],nise
5964,dope,dope,['dope'],dope
5966,woow,woow,['woow'],woow
5968,thats greay,that be greay,['greay'],greay
5969,really coll,really coll,['coll'],coll
5970,because i like it,because I like it,['like'],like
5971,veybhelp ful,veybhelp ful,"['veybhelp', 'ful']",veybhelp ful
5973,i,I,[],
5977,good app?,good app ?,"['good', 'app']",good app
5991,great thanks,great thank,"['great', 'thank']",great thank
5999,nice and i like,nice and I like,"['nice', 'like']",nice like
6003,the best,the good,['good'],good
6020,kiswahili language,kiswahili language,"['kiswahili', 'language']",kiswahili language
6021,payebl app,payebl app,"['payebl', 'app']",payebl app
6024,very intereted,very interete,['interete'],interete
6025,"no pude completer una elecciones, super lenta! uso de dark pattern para el free trial, imposible probar la app para saber si vale la pena!","no pude completer una eleccione , super lenta ! uso de dark pattern para el free trial , imposible probar la app para saber si vale la pena !","['pude', 'completer', 'una', 'eleccione', 'super', 'lenta', 'uso', 'de', 'dark', 'pattern', 'para', 'el', 'free', 'trial', 'imposible', 'probar', 'la', 'app', 'para', 'saber', 'si', 'vale', 'la', 'pena']",pude completer una eleccione super lenta uso de dark pattern para el free trial imposible probar la app para saber si vale la pena
6026,", , - . .",", , - . .",[],
6027,no tiene imgenes o libros para leer y no se puede escuchar el audio nuevamente para entender la pregunta sin leer el texto,no tiene imgene o libros para leer y no se puede escuchar el audio nuevamente para entender la pregunta sin leer el texto,"['tiene', 'imgene', 'o', 'libros', 'para', 'leer', 'y', 'se', 'puede', 'escuchar', 'el', 'audio', 'nuevamente', 'para', 'entender', 'la', 'pregunta', 'sin', 'leer', 'el', 'texto']",tiene imgene o libros para leer y se puede escuchar el audio nuevamente para entender la pregunta sin leer el texto
6028,app,app,['app'],app
6029,yo compre un mes y para nada sirve. por gusto gaste mi dinero.,yo compre un mes y para nada sirve . por gusto gaste mi dinero .,"['yo', 'compre', 'un', 'mes', 'y', 'para', 'nada', 'sirve', 'por', 'gusto', 'gaste', 'mi', 'dinero']",yo compre un mes y para nada sirve por gusto gaste mi dinero
6030,no todos podemos pagar por tanto podrian incluir ver anuncios para seguir aprendiendo,no todos podemos pagar por tanto podrian incluir ver anuncio para seguir aprendiendo,"['todos', 'podemos', 'pagar', 'por', 'tanto', 'podrian', 'incluir', 'ver', 'anuncio', 'para', 'seguir', 'aprendiendo']",todos podemos pagar por tanto podrian incluir ver anuncio para seguir aprendiendo
6031,it can help about english begging and talking sweet other people in my life can help,it can help about english begging and talk sweet other people in my life can help,"['help', 'english', 'begging', 'talk', 'sweet', 'people', 'life', 'help']",help english begging talk sweet people life help
6032,it is also good for english language iam like this app,it be also good for english language iam like this app,"['good', 'english', 'language', 'iam', 'like', 'app']",good english language iam like app
6033,god..reay good..thank you.,god .. reay good .. thank you .,"['god', 'reay', 'good', 'thank']",god reay good thank
6034,very impressive!,very impressive !,['impressive'],impressive
6036,no se escucha lo que habla,no se escucha lo que habla,"['se', 'escucha', 'lo', 'que', 'habla']",se escucha lo que habla
6038,"good, yet !","good , yet !",['good'],good
6040,good lesson,good lesson,"['good', 'lesson']",good lesson
6041,nice really,nice really,['nice'],nice
6047,fantastic app for me,fantastic app for I,"['fantastic', 'app']",fantastic app
6053,sooooo good,sooooo good,"['sooooo', 'good']",sooooo good
6080,absolutely,absolutely,['absolutely'],absolutely
6084,its great,its great,['great'],great
6085,goood app,goood app,"['goood', 'app']",goood app
6093,very excellent,very excellent,['excellent'],excellent
6095,great apps,great app,"['great', 'app']",great app
6105,great apy,great apy,"['great', 'apy']",great apy
6109,very fantastic,very fantastic,['fantastic'],fantastic
6110,very satisfied,very satisfied,['satisfied'],satisfied
6113,very intresting,very intresting,['intresting'],intresting
6115,useful app,useful app,"['useful', 'app']",useful app
6117,very excited,very excited,['excited'],excited
6118,brilliant app,brilliant app,"['brilliant', 'app']",brilliant app
6122,its fantastic,its fantastic,['fantastic'],fantastic
6125,me encanta q se puede traducir se me hace excelente,I encanta q se puede traducir se I hace excelente,"['encanta', 'q', 'se', 'puede', 'traducir', 'se', 'hace', 'excelente']",encanta q se puede traducir se hace excelente
6134,this app is advanced,this app be advance,"['app', 'advance']",app advance
6137,love,love,['love'],love
6148,greate,greate,['greate'],greate
6152,interested,interested,['interested'],interested
6173,it great,it great,['great'],great
6206,enjoying,enjoy,['enjoy'],enjoy
6210,greatest,great,['great'],great
6222,es muy buena para practicar el speking,es muy buena para practicar el speking,"['es', 'muy', 'buena', 'para', 'practicar', 'el', 'speking']",es muy buena para practicar el speking
6223,unbelievable,unbelievable,['unbelievable'],unbelievable
6225,not better,not well,[],
6226,difficult,difficult,['difficult'],difficult
6228,nod bad,nod bad,"['nod', 'bad']",nod bad
6231,deuch sprachen,deuch sprachen,"['deuch', 'sprachen']",deuch sprachen
6232,real conversation,real conversation,"['real', 'conversation']",real conversation
6233,oky,oky,['oky'],oky
6234,thankyou,thankyou,['thankyou'],thankyou
6235,nicr,nicr,['nicr'],nicr
6236,poor,poor,['poor'],poor
6240,gooooood,gooooood,['gooooood'],gooooood
6241,bether,bether,['bether'],bether
6242,yas,yas,['yas'],yas
6244,exalent,exalent,['exalent'],exalent
6245,i try,I try,['try'],try
6247,wowe,wowe,['wowe'],wowe
6249,perdect,perdect,['perdect'],perdect
6251,going well,go well,[],
6253,nivel vajo,nivel vajo,"['nivel', 'vajo']",nivel vajo
6254,very insighyful,very insighyful,['insighyful'],insighyful
6255,buena app,buena app,"['buena', 'app']",buena app
6257,ai good learning app thanks.,ai good learn app thank .,"['ai', 'good', 'learn', 'app', 'thank']",ai good learn app thank
6258,so nice,so nice,['nice'],nice
6261,good app.,good app .,"['good', 'app']",good app
6262,it'so good,it'so good,"[""it'so"", 'good']",it'so good
6265,intelligent,intelligent,['intelligent'],intelligent
6267,excellent!!!,excellent ! ! !,['excellent'],excellent
6272,also good,also good,['good'],good
6274,great job,great job,"['great', 'job']",great job
6278,is great,be great,['great'],great
6283,gooood,gooood,['gooood'],gooood
6301,gud ap,gud ap,"['gud', 'ap']",gud ap
6303,. . . . !,. . . . !,[],
6304,pssimo. entra na categoria de novos apps que so mais legais na propaganda fake do que na prtica.,pssimo . entra na categoria de novos apps que so mais legais na propaganda fake do que na prtica .,"['pssimo', 'entra', 'na', 'categoria', 'de', 'novos', 'apps', 'que', 'mais', 'legais', 'na', 'propaganda', 'fake', 'que', 'na', 'prtica']",pssimo entra na categoria de novos apps que mais legais na propaganda fake que na prtica
6305,its the best app so far i 100% recommend it.,its the good app so far I 100 % recommend it .,"['good', 'app', 'far', '100', 'recommend']",good app far 100 recommend
6306,learn expcional no aprendizado de linguas,learn expcional no aprendizado de linguas,"['learn', 'expcional', 'aprendizado', 'de', 'linguas']",learn expcional aprendizado de linguas
6307,ndirimden yllk yelii 1200 liraya aldm. konuma fobisi olanlara kesinlikle tavsiye ederim,ndirimden yllk yelii 1200 liraya aldm . konuma fobisi olanlara kesinlikle tavsiye ederim,"['ndirimden', 'yllk', 'yelii', '1200', 'liraya', 'aldm', 'konuma', 'fobisi', 'olanlara', 'kesinlikle', 'tavsiye', 'ederim']",ndirimden yllk yelii 1200 liraya aldm konuma fobisi olanlara kesinlikle tavsiye ederim
6309,excellent and extraordinary for learning..really appreciated,excellent and extraordinary for learn .. really appreciate,"['excellent', 'extraordinary', 'learn', 'appreciate']",excellent extraordinary learn appreciate
6310,amazing app!,amazing app !,"['amazing', 'app']",amazing app
6314,very great,very great,['great'],great
6316,fantastic app,fantastic app,"['fantastic', 'app']",fantastic app
6331,garet learning,garet learning,"['garet', 'learning']",garet learning
6332,cool app,cool app,"['cool', 'app']",cool app
6333,teaches good,teach good,"['teach', 'good']",teach good
6337,so good ..,so good ..,['good'],good
6358,...,...,[],
6400,perfect!,perfect !,['perfect'],perfect
6402,learn english,learn english,"['learn', 'english']",learn english
6410,seems cool,seem cool,['cool'],cool
6413,very effective,very effective,['effective'],effective
6414,pretty good,pretty good,"['pretty', 'good']",pretty good
6420,good work,good work,"['good', 'work']",good work
6427,well awesome,well awesome,['awesome'],awesome
6429,some how good,some how good,['good'],good
6431,good initiative,good initiative,"['good', 'initiative']",good initiative
6434,interested app,interested app,"['interested', 'app']",interested app
6441,nice but,nice but,['nice'],nice
6442,absolutely good,absolutely good,"['absolutely', 'good']",absolutely good
6443,this is best app,this be good app,"['good', 'app']",good app
6450,greate buddy,greate buddy,"['greate', 'buddy']",greate buddy
6453,perfectly awesome,perfectly awesome,"['perfectly', 'awesome']",perfectly awesome
6455,excellent now,excellent now,['excellent'],excellent
6456,exellent app,exellent app,"['exellent', 'app']",exellent app
6457,really excited,really excited,['excited'],excited
6476,good aplication,good aplication,"['good', 'aplication']",good aplication
6484,it's cool,it be cool,['cool'],cool
6485,love it',love it ',['love'],love
6498,big up,big up,['big'],big
6522,impressive,impressive,['impressive'],impressive
6566,greeeet,greeeet,['greeeet'],greeeet
6596,is nice,be nice,['nice'],nice
6602,fabulous,fabulous,['fabulous'],fabulous
6605,interesting,interesting,['interesting'],interesting
6638,enjoy it,enjoy it,['enjoy'],enjoy
6647,gorgeous,gorgeous,['gorgeous'],gorgeous
6669,v.nice,v.nice,['v.nice'],v.nice
6672,useless,useless,['useless'],useless
6674,ma sha allah,ma sha allah,"['ma', 'sha', 'allah']",ma sha allah
6675,i'll think it's ok,I will think it be ok,"['think', 'ok']",think ok
6677,it's ok,it be ok,['ok'],ok
6678,op hai sab use kro,op hai sab use kro,"['op', 'hai', 'sab', 'use', 'kro']",op hai sab use kro
6680,just wow,just wow,['wow'],wow
6681,super app,super app,"['super', 'app']",super app
6682,not free,not free,['free'],free
6683,thank,thank,['thank'],thank
6684,chevere,chevere,['chevere'],chevere
6689,intrested,intreste,['intreste'],intreste
6692,goodffff,goodffff,['goodffff'],goodffff
6694,ek number bhai,ek number bhai,"['ek', 'number', 'bhai']",ek number bhai
6696,esper poder aprender,esper poder aprender,"['esper', 'poder', 'aprender']",esper poder aprender
6703,goodddd,goodddd,['goodddd'],goodddd
6704,greatful,greatful,['greatful'],greatful
6708,prefect,prefect,['prefect'],prefect
6713,osm,osm,['osm'],osm
6716,yeah,yeah,['yeah'],yeah
6718,sensetional,sensetional,['sensetional'],sensetional
6719,10 of 10,10 of 10,"['10', '10']",10 10
