,final,sentiment
3731,money pay like,POSITIVE
3732,great costly hai,POSITIVE
3734,thank love,POSITIVE
3735,scamme money permission,NEGATIVE
3736,stop app,NEGATIVE
3737,that'sa good app iam citisfid,POSITIVE
3738,simply good,POSITIVE
3739,nice work,POSITIVE
3740,like pay app,POSITIVE
3741,robot app,NEGATIVE
3742,nice plat form,POSITIVE
3744,0 experience waste time,NEGATIVE
3745,auto deduction,NEGATIVE
3746,pay app,NEGATIVE
3747,app love use app,POSITIVE
3749,poor bayad qpal na application walang silbi waste datum,NEGATIVE
3753,think great,POSITIVE
3756,help enhance english,POSITIVE
3757,pay tutor fee,NEGATIVE
3758,new app good work like recommend,POSITIVE
3759,nice hear,POSITIVE
3761,learn know,NEGATIVE
3762,waste time,NEGATIVE
3763,recognize voice fast,NEGATIVE
3764,good apk,POSITIVE
3766,voice intrupte,NEGATIVE
3769,happy learn english learn,POSITIVE
3770,useful thank,POSITIVE
3771,free study,POSITIVE
3772,think try,NEGATIVE
3774,good exercise experience,POSITIVE
3776,wonderfull ask,NEGATIVE
3777,app install,NEGATIVE
3778,app good learn engle,POSITIVE
3782,time like app nice,POSITIVE
3783,app course high,NEGATIVE
3785,good helpful apk,POSITIVE
3790,download pay application,NEGATIVE
3791,nice lovely aap,POSITIVE
3792,effective app,POSITIVE
3793,good bad,NEGATIVE
3794,improve conversation larina,POSITIVE
3795,l love app great smoothly,POSITIVE
3797,thank mr learna app,POSITIVE
3798,hi subhan don no1 karachi pakistan like follow,POSITIVE
3799,delete account charge card,NEGATIVE
3800,start learn check work,NEGATIVE
3801,think good practice day,POSITIVE
3802,like application,POSITIVE
3805,respond reply,NEGATIVE
3806,good ap thank,POSITIVE
3807,app amazing like app,POSITIVE
3808,thank review,POSITIVE
3809,great user freindly,POSITIVE
3812,love place,POSITIVE
3815,want money,POSITIVE
3817,nice app otactice english,POSITIVE
3819,like woow,POSITIVE
3820,ai help alot,POSITIVE
3822,experience good,POSITIVE
3823,pretty good,POSITIVE
3824,good bigganer,POSITIVE
3825,5 star learna,NEGATIVE
3826,excellent v good,POSITIVE
3829,section great amazing,POSITIVE
3832,want talk friendly,POSITIVE
3833,ok,POSITIVE
3834,like aap,POSITIVE
3835,voyss train,NEGATIVE
3836,good tnx,POSITIVE
3838,free use kare,POSITIVE
3839,let check tell,NEGATIVE
3840,free trial,POSITIVE
3843,voice,NEGATIVE
3845,like app cool,POSITIVE
3846,app good depend cost,POSITIVE
3848,vidio calll,NEGATIVE
3849,want free app lol,POSITIVE
3850,perfect guy,POSITIVE
3852,greet,POSITIVE
3854,think good,POSITIVE
3855,free subscription haha,POSITIVE
3857,try use,NEGATIVE
3858,impressed,POSITIVE
3859,nice robot ai goodby alive teacher step ai wife,POSITIVE
3860,interesting listen,POSITIVE
3861,great help ful app,POSITIVE
3863,great tool learn,POSITIVE
3864,wow thank beautiful app,POSITIVE
3866,good choice english,POSITIVE
3867,able buy premium,NEGATIVE
3868,nice student,POSITIVE
3869,helpful tool,POSITIVE
3870,useful great app,POSITIVE
3871,jost native language option search pashto nit,NEGATIVE
3873,good recommend everybody,POSITIVE
3876,look great assess,POSITIVE
3877,good app 35 yeay,POSITIVE
3878,useful thnk,POSITIVE
3879,test it.i hope work,POSITIVE
3880,amazing help,POSITIVE
3881,smart learn app,POSITIVE
3882,time ask premium,NEGATIVE
3883,app good helpful,POSITIVE
3884,excited excellent,POSITIVE
3885,app exactly useful,POSITIVE
3886,ok aplicacin news people,POSITIVE
3887,moment good app,POSITIVE
3888,nice interesting,POSITIVE
3889,great solution bigneer,POSITIVE
3890,great help ful,POSITIVE
3891,excellent app learn,POSITIVE
3892,premium,NEGATIVE
3894,download app time recharge bank account thief money god curse ai thief,NEGATIVE
3896,good app world,POSITIVE
3897,good learna app thank amraka,POSITIVE
3898,fun use app,POSITIVE
3901,yes good useful thank,POSITIVE
3902,good work learna,POSITIVE
3904,force payment try app,NEGATIVE
3905,good easy profissional,POSITIVE
3906,sais yuo haftu pay,NEGATIVE
3907,good app lerne,POSITIVE
3908,oh good working app,POSITIVE
3909,install sound interesting,POSITIVE
3911,happy app,POSITIVE
3912,work time waste,NEGATIVE
3917,happy great app,POSITIVE
3919,good app great job,POSITIVE
3920,oops think free course,POSITIVE
3921,easy n fascinating,POSITIVE
3922,nice app like thank,POSITIVE
3923,good easy,POSITIVE
3925,great wonderful,POSITIVE
3926,listen write read learn ok,POSITIVE
3927,awesome love response,POSITIVE
3928,good work app,POSITIVE
3929,start use cool,POSITIVE
3930,start use hope help,POSITIVE
3931,think free,POSITIVE
3932,learna great friendly wow,POSITIVE
3933,ai learning special,POSITIVE
3934,need pay app,NEGATIVE
3935,amazing app wow,POSITIVE
3936,subscribe,NEGATIVE
3937,love learna,POSITIVE
3940,nice look feel,POSITIVE
3941,nice learneeble,POSITIVE
3943,start use provide feedback soon,NEGATIVE
3945,want challenge try app,POSITIVE
3946,awesome helpful,POSITIVE
3950,good work thank,POSITIVE
3951,micro work,NEGATIVE
3952,good app find,POSITIVE
3954,machine work,NEGATIVE
3956,student,NEGATIVE
3957,lovely recommend,POSITIVE
3958,wish app free,POSITIVE
3959,different advertise,NEGATIVE
3961,far good recomende,POSITIVE
3962,money usual need money,NEGATIVE
3964,install time review,NEGATIVE
3967,fune lern,NEGATIVE
3968,fine,POSITIVE
3969,simply love,POSITIVE
3972,teach english,NEGATIVE
3973,lovely app,POSITIVE
3974,like app amazing,POSITIVE
3977,great deal,POSITIVE
3978,fee,NEGATIVE
3980,app absolutely fantastic,POSITIVE
3982,profession saftey officer,NEGATIVE
3983,good ai edition,POSITIVE
3984,eagle battalion international 999 cid emergency chief captain rahat,NEGATIVE
3985,amize app,NEGATIVE
3986,bad bed,NEGATIVE
3987,good service like,POSITIVE
3989,lofty apk,NEGATIVE
3994,thank good evening god bless,POSITIVE
3996,nice ilike,POSITIVE
3999,perfect like ai tutor,POSITIVE
4000,allow free,POSITIVE
4001,gerat app lerne language,NEGATIVE
4002,time waste,NEGATIVE
4003,satisfied,POSITIVE
4005,need learn,NEGATIVE
4006,try,NEGATIVE
4007,nice ai software,POSITIVE
4008,app work,NEGATIVE
4010,ap free,POSITIVE
4011,use topic,NEGATIVE
4012,"wow,,,,very helpful",POSITIVE
4013,ai,NEGATIVE
4014,till,NEGATIVE
4017,thank great opportunity,POSITIVE
4019,worth use,POSITIVE
4021,good bigginer,POSITIVE
4022,desktop version,NEGATIVE
4024,app expect money,NEGATIVE
4026,verryyy good,POSITIVE
4028,good practice today,POSITIVE
4029,sofar good,POSITIVE
4031,jivan humne doctor engineer ime,NEGATIVE
4036,splendid love,POSITIVE
4041,maze,NEGATIVE
4042,live austrelia noe.i want correct country,POSITIVE
4043,tell friend,POSITIVE
4046,matter,NEGATIVE
4050,ilike app,NEGATIVE
4052,wow llike,POSITIVE
4053,encrible,NEGATIVE
4055,good aplicacion,POSITIVE
4057,good pay,POSITIVE
4058,wow imagine,POSITIVE
4060,great till,POSITIVE
4061,good plate,POSITIVE
4068,goood biggner,NEGATIVE
4069,like ap,POSITIVE
4071,unbelievable app love guy,POSITIVE
4076,ig good,POSITIVE
4078,benefit think,POSITIVE
4080,good anb nice,POSITIVE
4081,v. good app,POSITIVE
4082,try free,POSITIVE
4084,shankar roy good,POSITIVE
4088,want speak eglish,POSITIVE
4089,trust app,POSITIVE
4090,money lot,NEGATIVE
4091,nice ap,POSITIVE
4094,plz free app,POSITIVE
4097,app verycool,NEGATIVE
4098,open aap,NEGATIVE
4099,app money gcash,NEGATIVE
4102,free version test,POSITIVE
4103,nice appa,POSITIVE
4104,usual kelsey useless worship,NEGATIVE
4105,base payment,NEGATIVE
4106,cambodian language racial discrimination,NEGATIVE
4111,dad ask money,NEGATIVE
4112,magar price high h,NEGATIVE
4114,question,NEGATIVE
4115,reach goal,NEGATIVE
4117,2024 gud,NEGATIVE
4120,vvv good appp,POSITIVE
4121,good ap,POSITIVE
4124,miracle,POSITIVE
4126,english sikhni hai,NEGATIVE
4127,vio vip good aap,POSITIVE
4129,start experience,NEGATIVE
4130,naice job far bigner,NEGATIVE
4131,god god app,POSITIVE
4132,owesome,NEGATIVE
4133,v good app,POSITIVE
4134,v good experience,POSITIVE
4136,good sir madam,POSITIVE
4138,dennice michael app,NEGATIVE
4139,bast,NEGATIVE
4141,imagine,NEGATIVE
4142,list talk,NEGATIVE
4144,owsome,NEGATIVE
4145,grat,NEGATIVE
4148,ammar,NEGATIVE
4150,lenna,NEGATIVE
4151,believe,NEGATIVE
4152,dream,POSITIVE
4153,grant,POSITIVE
4154,omg,NEGATIVE
4155,let cook,NEGATIVE
4156,waste money,NEGATIVE
4159,ready,POSITIVE
4160,abdul wahab khanhan,NEGATIVE
4162,vug uh uh inu,NEGATIVE
4166,sofikul islam sofik celebrity,NEGATIVE
4167,g job ok,POSITIVE
4170,mony mind,NEGATIVE
4171,unbelievable,POSITIVE
4173,yes okay,POSITIVE
4174,use let,NEGATIVE
4176,wowow nyc,NEGATIVE
4177,rizwan ullah like,POSITIVE
4178,app osm,NEGATIVE
4179,md jahid hosen nice,POSITIVE
4180,moon,NEGATIVE
4181,tell people,NEGATIVE
4182,rating later,NEGATIVE
4183,pay,NEGATIVE
4184,fit,POSITIVE
4186,hallo iam imran,NEGATIVE
4187,money,NEGATIVE
4188,nice think,POSITIVE
4189,real good,POSITIVE
4196,good engclass,POSITIVE
4197,new try,NEGATIVE
4198,good ok,POSITIVE
4201,good awesome,POSITIVE
4209,like teach private,POSITIVE
4210,instal application,NEGATIVE
4211,good want mony,POSITIVE
4213,good v good like,POSITIVE
4214,verry good app,POSITIVE
4217,super like,POSITIVE
4218,install acount,NEGATIVE
4221,let save money apply,POSITIVE
4223,money scammer report,NEGATIVE
4224,wowwww nice chatbot tq,POSITIVE
4228,look like man talk,POSITIVE
4229,free low type people,POSITIVE
4230,need time,NEGATIVE
4232,nice great wonderful,POSITIVE
4233,free use,POSITIVE
4234,try explore,NEGATIVE
4235,excellent great supper,POSITIVE
4236,money right,NEGATIVE
4238,hello abdul rahman sabir,NEGATIVE
4240,voice ar send,NEGATIVE
4241,disappear good,POSITIVE
4242,worthy,POSITIVE
4246,agreat app,NEGATIVE
4252,great al good,POSITIVE
4254,pay money,NEGATIVE
4255,good people,POSITIVE
4258,chstgpt choice,NEGATIVE
4259,download,NEGATIVE
4261,good famous,POSITIVE
4264,superpap ai study plan,NEGATIVE
4265,lovely,POSITIVE
4266,face face anglish,NEGATIVE
4268,good impression,POSITIVE
4269,shibli mohammed poozhithara start,NEGATIVE
4270,good disappointed,NEGATIVE
4272,trash,NEGATIVE
4273,good luck ai,POSITIVE
4274,pay expensive,NEGATIVE
4275,new know,NEGATIVE
4276,feel comfortable,POSITIVE
4278,appropriate,NEGATIVE
4281,yes good app,POSITIVE
4283,skibidi toilet ohio rizz gyatt 00000 street,NEGATIVE
4284,fan,POSITIVE
4285,good jib,POSITIVE
4286,roman mohamme ali good,POSITIVE
4290,ok till,POSITIVE
4291,thin good,POSITIVE
4292,2337 tk week wait,NEGATIVE
4294,verry good,POSITIVE
4296,come good,POSITIVE
4299,time try,NEGATIVE
4301,gooodd,NEGATIVE
4302,unaffordable,NEGATIVE
4303,disgusting liar chitter,NEGATIVE
4306,allah reward,POSITIVE
4307,appreciate,POSITIVE
4308,woooow good,POSITIVE
4309,wake garbage,NEGATIVE
4311,time,NEGATIVE
4312,test,NEGATIVE
4314,wonder ful experience,NEGATIVE
4315,try prove concept,NEGATIVE
4316,aap mind blow,NEGATIVE
4318,hsve pay money,NEGATIVE
4320,tink life,NEGATIVE
4321,thank po,NEGATIVE
4323,favorite,POSITIVE
4325,think prove english,NEGATIVE
4328,talk public,NEGATIVE
4329,fast dond andstend,NEGATIVE
4330,wrost app cheating,NEGATIVE
4331,pick invoice,NEGATIVE
4332,greate idea,NEGATIVE
4333,personally recommend,POSITIVE
4336,think business,NEGATIVE
4338,begin journey,NEGATIVE
4340,gerat,NEGATIVE
4341,start today,NEGATIVE
4342,yes,POSITIVE
4343,night pm 8 clock,NEGATIVE
4346,care,POSITIVE
4347,ask pay money,NEGATIVE
4348,amazing app need pay amazing app 5,POSITIVE
4349,experience good way teaching perfectly,POSITIVE
4351,waxaan rajaynayaa inaan ku hadlo english,NEGATIVE
4353,learn improve knowledge,POSITIVE
4354,hope improve speaking,POSITIVE
4357,.very excellent,POSITIVE
4359,good morning,POSITIVE
4360,good studentss,POSITIVE
4362,fine good,POSITIVE
4369,love lt,POSITIVE
4375,goooooooooood,NEGATIVE
4377,awesome program,POSITIVE
4384,brilliant application,POSITIVE
4388,varry good,POSITIVE
4390,extra ordinary,NEGATIVE
4391,v good,POSITIVE
4393,good apo,POSITIVE
4398,smart,POSITIVE
4402,superb,POSITIVE
4403,supportive,POSITIVE
4406,outstanding,POSITIVE
4408,muy buena aplicacin para aprender idiomas,NEGATIVE
4410,cobra para usarla,NEGATIVE
4415,wow,POSITIVE
4417,ecxelente,NEGATIVE
4418,excelente,NEGATIVE
4421,instal,NEGATIVE
4422,la verdad es lo que pesaba las opciones son limitadas el avatar cuando habla salta la lectura puede hablar de lo que quiera ah y el botn de devolucin de dinero funciona al parecer es una aplicacin de principiante y el soporte es nulo,NEGATIVE
4423,koi faida nai aap ka 10min conversation ky bad nai chalti pay krna parhta tb use kr skhty,NEGATIVE
4424,amazing app useful learn english fast,POSITIVE
4425,tanveer faisalabad pakistan like app learn english,POSITIVE
4426,es muy interesante es como conectar con una persona real,NEGATIVE
4427,ultimate fantastic,POSITIVE
4428,useful leart englisn betterly thank,POSITIVE
4429,super cool love app,POSITIVE
4430,parece ser buena pero es muy costosa como para pagar,NEGATIVE
4431,good app skill english speak english,POSITIVE
4432,da opcin de probar gratis,POSITIVE
4433,gust porque permite practicar en ingls,NEGATIVE
4435,helpful student like,POSITIVE
4436,good learn app beginner,POSITIVE
4438,great news,POSITIVE
4444,speak good,POSITIVE
4449,easy learning,POSITIVE
4451,exciting,POSITIVE
4452,c'est une belle application,NEGATIVE
4457,nice aap,POSITIVE
4458,good working,POSITIVE
4460,appreciated,POSITIVE
4467,veery good,POSITIVE
4468,good larn,POSITIVE
4472,perfect forever,POSITIVE
4474,exellent job,NEGATIVE
4475,jist grat,NEGATIVE
4478,great work,POSITIVE
4482,super cool,POSITIVE
4483,c'est cool,POSITIVE
4487,great amazing,POSITIVE
4488,soo good,POSITIVE
4491,brilliant,POSITIVE
4497,v.good,NEGATIVE
4498,ozbek tili ham bor ekan qoyilmaqom,NEGATIVE
4499,vietnamese translate,NEGATIVE
4500,muy buena la recomiendo,NEGATIVE
4501,need payment,NEGATIVE
4504,abhi bahut,NEGATIVE
4505,otstndg,NEGATIVE
4506,gud,NEGATIVE
4508,ye zabar10 hai,NEGATIVE
4510,noce,NEGATIVE
4511,grert,NEGATIVE
4512,lik,NEGATIVE
4513,exllent,NEGATIVE
4514,bien,NEGATIVE
4516,waw,NEGATIVE
4517,perferct,NEGATIVE
4519,merveilleuse application,NEGATIVE
4521,muy buena,NEGATIVE
4522,excelente app,NEGATIVE
4523,tre bien,NEGATIVE
4524,buti,NEGATIVE
4525,app awesome great think help english look smart vowel pronunciation,POSITIVE
4526,es para principiante porque la app solo habla en ingle y explica en ingle asi que debe estar traduciendo y leyendo,NEGATIVE
4527,lo instalen robaron la plata haciendo cobros de ms,NEGATIVE
4528,good use time english good professionally bad,POSITIVE
4529,amazing free,POSITIVE
4530,ist time use app life chang,NEGATIVE
4532,good excellent,POSITIVE
4533,gusta esta application vamos haber mis resultado,NEGATIVE
4534,superb app,POSITIVE
4536,great english download app,POSITIVE
4537,great experience excellent service,POSITIVE
4539,good use app,POSITIVE
4540,soo smooth,NEGATIVE
4541,good app everrr,POSITIVE
4542,slow,NEGATIVE
4544,good helpfull,POSITIVE
4551,good process,POSITIVE
4552,excellent impressive,POSITIVE
4553,good treineer,POSITIVE
4554,educative,NEGATIVE
4556,good luck,POSITIVE
4558,ultimate app,NEGATIVE
4562,good aop,POSITIVE
4563,highly beneficial,POSITIVE
4568,feel,NEGATIVE
4570,satisfy,POSITIVE
4572,recommend,POSITIVE
4573,like app muck,POSITIVE
4574,juda ham zor hudddi chatgpt dey ekan,NEGATIVE
4575,tooo slow,NEGATIVE
4577,stupid,NEGATIVE
4579,behtreen hy,NEGATIVE
4581,nyc ap,NEGATIVE
4582,gust mucho,NEGATIVE
4583,5,NEGATIVE
4584,ok ok,POSITIVE
4585,habby,NEGATIVE
4586,exelnt,NEGATIVE
4587,nise,NEGATIVE
4588,dope,NEGATIVE
4589,woow,NEGATIVE
4590,greay,NEGATIVE
4591,coll,NEGATIVE
4593,veybhelp ful,NEGATIVE
4596,great thank,POSITIVE
4599,kiswahili language,NEGATIVE
4600,payebl app,NEGATIVE
4601,interete,NEGATIVE
4602,pude completer una eleccione super lenta uso de dark pattern para el free trial imposible probar la app para saber si vale la pena,POSITIVE
4604,tiene imgene o libros para leer y se puede escuchar el audio nuevamente para entender la pregunta sin leer el texto,NEGATIVE
4606,yo compre un mes y para nada sirve por gusto gaste mi dinero,NEGATIVE
4607,todos podemos pagar por tanto podrian incluir ver anuncio para seguir aprendiendo,NEGATIVE
4608,help english begging talk sweet people life help,POSITIVE
4609,good english language iam like app,POSITIVE
4610,god reay good thank,POSITIVE
4611,impressive,POSITIVE
4612,se escucha lo que habla,NEGATIVE
4614,good lesson,POSITIVE
4617,sooooo good,POSITIVE
4618,absolutely,NEGATIVE
4620,goood app,NEGATIVE
4623,great apy,POSITIVE
4626,intresting,NEGATIVE
4631,encanta q se puede traducir se hace excelente,NEGATIVE
4632,app advance,NEGATIVE
4634,greate,NEGATIVE
4639,es muy buena para practicar el speking,NEGATIVE
4642,difficult,NEGATIVE
4643,nod bad,NEGATIVE
4644,deuch sprachen,NEGATIVE
4645,real conversation,NEGATIVE
4646,oky,NEGATIVE
4647,thankyou,NEGATIVE
4648,nicr,NEGATIVE
4649,poor,NEGATIVE
4650,gooooood,NEGATIVE
4651,bether,NEGATIVE
4652,yas,NEGATIVE
4653,exalent,NEGATIVE
4655,wowe,NEGATIVE
4656,perdect,NEGATIVE
4658,nivel vajo,NEGATIVE
4659,insighyful,NEGATIVE
4660,buena app,NEGATIVE
4661,ai good learn app thank,POSITIVE
4664,it'so good,POSITIVE
4670,gooood,NEGATIVE
4671,gud ap,NEGATIVE
4673,pssimo entra na categoria de novos apps que mais legais na propaganda fake que na prtica,NEGATIVE
4674,good app far 100 recommend,POSITIVE
4675,learn expcional aprendizado de linguas,NEGATIVE
4676,ndirimden yllk yelii 1200 liraya aldm konuma fobisi olanlara kesinlikle tavsiye ederim,NEGATIVE
4677,excellent extraordinary learn appreciate,POSITIVE
4681,garet learning,NEGATIVE
4683,teach good,POSITIVE
4689,effective,POSITIVE
4691,good work,POSITIVE
4694,good initiative,POSITIVE
4697,absolutely good,POSITIVE
4699,greate buddy,NEGATIVE
4700,perfectly awesome,POSITIVE
4702,exellent app,NEGATIVE
4704,good aplication,POSITIVE
4707,big,NEGATIVE
4709,greeeet,NEGATIVE
4711,fabulous,POSITIVE
4714,gorgeous,POSITIVE
4715,v.nice,NEGATIVE
4716,useless,NEGATIVE
4717,ma sha allah,NEGATIVE
4718,think ok,POSITIVE
4720,op hai sab use kro,NEGATIVE
4722,super app,POSITIVE
4725,chevere,NEGATIVE
4726,intreste,NEGATIVE
4727,goodffff,NEGATIVE
4728,ek number bhai,POSITIVE
4729,esper poder aprender,NEGATIVE
4730,goodddd,NEGATIVE
4731,greatful,NEGATIVE
4732,prefect,NEGATIVE
4733,osm,NEGATIVE
4734,yeah,POSITIVE
4735,sensetional,NEGATIVE
4736,10 10,NEGATIVE
4738,supper,NEGATIVE
4739,es buena,NEGATIVE
4740,5 start,NEGATIVE
4741,rahmath wali,NEGATIVE
4742,masha allah,NEGATIVE
4744,muito bom,NEGATIVE
4746,ganda talaga,NEGATIVE
4747,ggggooooooodddd,NEGATIVE
4748,muhle umsebenzi,NEGATIVE
4749,like itttt,POSITIVE
4750,ha encantado siento que es ms fcil para mi y siento como mal si equivoco porque la app explica muy bien las correciones,POSITIVE
4751,obviously perfect,POSITIVE
4752,good convacation,POSITIVE
4756,great appa,POSITIVE
4758,good appa,POSITIVE
4760,nice speak,POSITIVE
4761,fantastic web,POSITIVE
4763,exceptionnal,NEGATIVE
4765,excite,POSITIVE
4766,zor gaplashishni rgatar ekan haqiqatdan maslahat beraman,NEGATIVE
4767,awesome good app learn english language helpful way access upgrade english level payment fee perfect people able pay real coach teacher order help good opportunity improve english level personally admire app thank,POSITIVE
4768,good learn english thank learna,POSITIVE
4769,cette application est super plus que super c'est juste que le temps est pour apprendre est trop peu,POSITIVE
4770,bagus sangat belajar dengai ai saya basic english 0,NEGATIVE
4771,hay que pagar psimo para una aplicacin,NEGATIVE
4772,nice app increase confidence speak english,POSITIVE
4773,awesome thank chance improve dream,POSITIVE
4775,good hindi mein baat kar sakte hain,POSITIVE
4776,actually try base people comment believe great app,POSITIVE
4777,great app easy use,POSITIVE
4778,nice app english learning ilike,POSITIVE
4779,problem user interface,NEGATIVE
4781,quyyam malik nice,POSITIVE
4782,nice beautiful,POSITIVE
4784,good need free,POSITIVE
4785,love lovely,POSITIVE
4787,une bonne application pour apprendre l'anglais,NEGATIVE
4788,learn speak english,NEGATIVE
4789,easy n nice learn,POSITIVE
4790,app amazing useful,POSITIVE
4791,cabdi rashiid xaaji love,POSITIVE
4793,urdu ma bat nhi huti kia hai,NEGATIVE
4794,nice nzuri sana naelewa sasa,POSITIVE
4795,like interesting thank,POSITIVE
4796,awesome app learn basic english,POSITIVE
4797,easy thank,POSITIVE
4800,look good,POSITIVE
4804,actually good,POSITIVE
4805,awesome beginner,POSITIVE
4807,wonderfull app,NEGATIVE
4808,actually perfect app,POSITIVE
4812,good bast,POSITIVE
4814,appreciate application,POSITIVE
4815,beautiful platform,POSITIVE
4816,amazingly,NEGATIVE
4817,artificial intelligence,POSITIVE
4819,good communication,POSITIVE
4821,productive,NEGATIVE
4826,wow amazing,POSITIVE
4827,start good,POSITIVE
4828,ja tenho algum para praticar fala ingls,NEGATIVE
4829,es una muy buena forma de aprender ingle,NEGATIVE
4833,good 5,POSITIVE
4835,satisfactory,POSITIVE
4837,nicely,POSITIVE
4838,wonderfull,NEGATIVE
4840,supurb,NEGATIVE
4841,admire,POSITIVE
4848,graet app,NEGATIVE
4851,nice implement,POSITIVE
4852,great lesson,POSITIVE
4853,nice apk,POSITIVE
4854,aap,NEGATIVE
4856,educational training,NEGATIVE
4858,excellent job,POSITIVE
4861,great al,POSITIVE
4862,work perfectly,POSITIVE
4863,good quality,POSITIVE
4867,outstanding app,POSITIVE
4868,informative app,NEGATIVE
4869,waw amazing,POSITIVE
4870,awesome thank,POSITIVE
4871,nice job,POSITIVE
4874,great practicing,POSITIVE
4876,great learning,POSITIVE
4877,great option,POSITIVE
4878,werry nice,POSITIVE
4879,great aminzing,POSITIVE
4880,great software,POSITIVE
4882,awesome working,POSITIVE
4883,good iguess,POSITIVE
4884,brilliant work,POSITIVE
4885,gret,NEGATIVE
4886,ok fantastic,POSITIVE
4891,excellent application,POSITIVE
4892,supportive veryusefull,POSITIVE
4894,goodnes,NEGATIVE
4899,excellant,NEGATIVE
4901,v. good,POSITIVE
4902,nicee app,NEGATIVE
4903,v nice,POSITIVE
4905,remarkable,POSITIVE
4906,marvelous,POSITIVE
4907,exelent,NEGATIVE
4909,tremendous,NEGATIVE
4917,gooooooooood,NEGATIVE
4919,goooood,NEGATIVE
4920,impress,POSITIVE
4921,exellent,NEGATIVE
4922,fluent,NEGATIVE
4925,simply waste,NEGATIVE
4926,fake app,NEGATIVE
4927,fraud app,NEGATIVE
4928,slow app,NEGATIVE
4931,walk,NEGATIVE
4932,fake,NEGATIVE
4934,parece muy buena,NEGATIVE
4935,talk,NEGATIVE
4936,lean english,NEGATIVE
4938,ardayga aad ayuu ucaawinaa appkan,NEGATIVE
4939,ok pow,POSITIVE
4940,kul app,NEGATIVE
4942,exlent,NEGATIVE
4943,amass,NEGATIVE
4945,pefrfect,NEGATIVE
4946,ohh,NEGATIVE
4947,bestapp,NEGATIVE
4948,goid,NEGATIVE
4949,g ood,NEGATIVE
4951,bekar,NEGATIVE
4953,notworking,NEGATIVE
4954,ukk,NEGATIVE
4956,osam,NEGATIVE
4957,niice,NEGATIVE
4958,4.5 ster,NEGATIVE
4960,okey,NEGATIVE
4961,fair,POSITIVE
4962,normal,NEGATIVE
4963,muy bn app,NEGATIVE
4964,app free,POSITIVE
4965,alright,POSITIVE
4966,abokor,NEGATIVE
4967,nigeria,NEGATIVE
4968,noice,NEGATIVE
4969,woww,NEGATIVE
4970,seceseful,NEGATIVE
4971,public,NEGATIVE
4972,massive,NEGATIVE
4973,amusing,POSITIVE
4974,bestttttt,NEGATIVE
4975,thanka,NEGATIVE
4976,okkkkkk,NEGATIVE
4977,alhamdulillah,NEGATIVE
4978,geret,NEGATIVE
4979,jog,NEGATIVE
4980,oh,NEGATIVE
4981,vido,NEGATIVE
4982,wooooow,NEGATIVE
4983,vlo,NEGATIVE
4984,mast,NEGATIVE
4985,pashto,NEGATIVE
4986,ahauuaia,NEGATIVE
4988,nece,NEGATIVE
4990,gpod,NEGATIVE
4991,working,NEGATIVE
4992,society,NEGATIVE
4993,oppp,NEGATIVE
4994,wao,NEGATIVE
4995,zr,NEGATIVE
4997,5star,NEGATIVE
4998,ijj,NEGATIVE
4999,thulanimjazo,NEGATIVE
5000,wawww,NEGATIVE
5001,okah,NEGATIVE
5002,social,NEGATIVE
5003,bet,NEGATIVE
5004,oki,NEGATIVE
5005,harika,NEGATIVE
5006,ameze,NEGATIVE
5007,study,NEGATIVE
5008,osm application,NEGATIVE
5009,okay thank,POSITIVE
5010,wou,NEGATIVE
5011,super b,POSITIVE
5012,insha allah,NEGATIVE
5013,mohame duaalw,NEGATIVE
5014,hi mate,NEGATIVE
5015,speak somali,NEGATIVE
5016,der kha,NEGATIVE
5017,perfecto e,POSITIVE
5018,wow game,POSITIVE
5019,goodd app,NEGATIVE
5020,america english,NEGATIVE
5021,ang gandaaa,NEGATIVE
5022,freeee,NEGATIVE
5023,goodd,NEGATIVE
5024,f pu,NEGATIVE
5025,grand app,POSITIVE
5026,oki navi,NEGATIVE
5027,like ai,POSITIVE
5028,gusta,NEGATIVE
5029,es un desastre como aplicacin y cuando ped mi reembolso por ser tan mala los dos das devolvieron y hasta el da de hoy se hacen los desentendidos learna ia dnde esta mi dinero lo quiero de vuelta disaster app ask refund like understand money want,NEGATIVE
5030,app good ela mesmo sua professora virtual como se vc estivesse tendo aulas presencial mesmo falamos sobre vrios assuntos,POSITIVE
5031,amazing app environment learn thank learna,POSITIVE
5032,great app injoye app thank developer team,POSITIVE
5033,refine speech 5 star trust person recommend,POSITIVE
5034,dis actually good help mom learn lol,POSITIVE
5035,makakatulong ito upang maging maayos ang ate pag sasalita ng ingle makapag komunikasyon sa mga kilalang ibang lahi,NEGATIVE
5036,good learna spend money payment,POSITIVE
5038,learna al,NEGATIVE
5043,excellent feature,POSITIVE
5044,la mejor aplicacin para aprender perder el miedo hablar ingls,NEGATIVE
5045,amazing content easy accessibility,POSITIVE
5046,ma sha allah nice,POSITIVE
5048,like app helpful,POSITIVE
5049,woooow great know,POSITIVE
5050,good platform speak english,POSITIVE
5052,good app lerane english,POSITIVE
5053,helpful great learn new word,POSITIVE
5054,love good friend,POSITIVE
5056,excellent service,POSITIVE
5058,confident,POSITIVE
5059,nice excellent,POSITIVE
5060,good happy,POSITIVE
5062,good training,POSITIVE
5063,2 nice,POSITIVE
5065,good basic english,POSITIVE
5066,great use,POSITIVE
5067,app gorgeous,POSITIVE
5068,interesting superb,POSITIVE
